sentence,num_words,google_language,stopwords_language,book_name
"Here ye strike but splintered hearts  together?there, ye shall strike unsplinterable glasses!",13,"{'en': 0.8571385655998935, 'no': 0.1428602849879102}",{'english': 2},moby_dick
?And God created great whales?.,5,{'en': 0.999996133369488},{},moby_dick
?Leviathan maketh a path to shine after him; One would think the deep  to be hoary?.,17,{'en': 0.9999977201168728},"{'italian': 1, 'spanish': 1, 'hungarian': 2, 'english': 6, 'portuguese': 1}",moby_dick
?Now the Lord had prepared a great fish to swallow up Jonah?.,12,{'en': 0.9999979877801254},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 5, 'dutch': 1}",moby_dick
?There go the ships; there is that Leviathan whom thou hast made to  play therein?.,16,{'en': 0.9999963430807018},"{'dutch': 1, 'english': 6}",moby_dick
"?In that day, the Lord with his sore, and great, and strong sword,  shall punish Leviathan the piercing serpent, even Leviathan that crooked  serpent; and he shall slay the dragon that is in the sea?.",37,{'en': 0.9999977399138827},"{'italian': 1, 'spanish': 2, 'finnish': 1, 'english': 8, 'dutch': 2, 'german': 1}",moby_dick
"?And what thing soever besides cometh within the chaos of this  monster?s mouth, be it beast, boat, or stone, down it goes all  incontinently that foul great swallow of his, and perisheth in the  bottomless gulf of his paunch?.",42,{'en': 0.9999968001454077},"{'italian': 2, 'dutch': 2, 'french': 1, 'hungarian': 2, 'english': 14, 'german': 1}",moby_dick
?Holland?s Plutarch?s Morals.,3,{'en': 0.999995313053501},"{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
"?The Indian Sea breedeth the most and the biggest fishes that are:  among which the Whales and Whirlpooles called Balaene, take up as much  in length as four acres or arpens of land?.",35,{'en': 0.9999956445438309},"{'italian': 1, 'dutch': 2, 'french': 1, 'portuguese': 1, 'hungarian': 1, 'english': 11, 'german': 1}",moby_dick
?Holland?s Pliny.,2,{'en': 0.9999955200829215},"{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
"?Scarcely had we proceeded two days on the sea, when about sunrise  a great many Whales and other monsters of the sea, appeared.",24,{'en': 0.9999981367899895},"{'italian': 1, 'spanish': 2, 'french': 1, 'portuguese': 1, 'finnish': 1, 'hungarian': 1, 'english': 10, 'dutch': 2}",moby_dick
"Among  the former, one was of a most monstrous size.",11,{'en': 0.9999970895394239},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 2, 'english': 5, 'dutch': 2, 'german': 1}",moby_dick
"This came towards us,  open-mouthed, raising the waves on all sides, and beating the sea before  him into a foam?.",22,{'en': 0.9999971209606657},"{'italian': 2, 'spanish': 2, 'french': 1, 'portuguese': 1, 'finnish': 1, 'hungarian': 1, 'english': 8}",moby_dick
?Tooke?s Lucian.,2,{'en': 0.9999947815575151},"{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
?The True History?.,3,{'en': 0.9999953964291629},{},moby_dick
"?He visited this country also with a view of catching horse-whales,  which had bones of very great value for their teeth, of which he brought  some to the king.",31,{'en': 0.9999995407543308},"{'italian': 1, 'norwegian': 1, 'finnish': 1, 'portuguese': 2, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 13, 'spanish': 2, 'german': 1}",moby_dick
"The best whales were catched in his own country, of  which some were forty-eight, some fifty yards long.",19,{'en': 0.9999985051867627},"{'italian': 1, 'dutch': 2, 'english': 7, 'german': 1}",moby_dick
He said that he was  one of six who had killed sixty in two days?.,16,{'en': 0.9999977009440945},"{'italian': 1, 'spanish': 1, 'finnish': 1, 'english': 7, 'dutch': 4, 'german': 2}",moby_dick
"?Other or Other?s  verbal narrative taken down from his mouth by King Alfred, A.D. 890.",16,{'en': 0.9999972510437616},"{'hungarian': 1, 'english': 6, 'french': 1}",moby_dick
"?And whereas all the other things, whether beast or vessel, that  enter into the dreadful gulf of this monster?s (whale?s) mouth, are  immediately lost and swallowed up, the sea-gudgeon retires into it  in great security, and there sleeps?.",41,{'en': 0.9999968611006342},"{'italian': 2, 'spanish': 1, 'french': 1, 'hungarian': 1, 'english': 15, 'dutch': 2, 'german': 1}",moby_dick
?Apology for  Raimond Sebond.,5,{'en': 0.9999962225850746},"{'danish': 1, 'english': 1, 'norwegian': 1, 'portuguese': 1}",moby_dick
"?Let us fly, let us fly!",6,"{'en': 0.8571379395187633, 'no': 0.14285987640354558}",{},moby_dick
Old Nick take me if is not Leviathan  described by the noble prophet Moses in the life of patient Job?.,21,{'en': 0.999995130445068},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'dutch': 4, 'finnish': 1, 'english': 8, 'norwegian': 1, 'german': 1}",moby_dick
?This whale?s liver was two cartloads?.,6,{'en': 0.9999977546147923},"{'dutch': 1, 'hungarian': 1, 'english': 2, 'french': 1, 'german': 1}",moby_dick
?Stowe?s Annals.,2,{'en': 0.9999964798793197},"{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
?The great Leviathan that maketh the seas to seethe like boiling  pan?.,13,{'en': 0.9999971508937436},"{'spanish': 1, 'english': 3}",moby_dick
?Lord Bacon?s Version of the Psalms.,6,{'en': 0.9999956859372776},"{'dutch': 1, 'hungarian': 1, 'english': 3, 'french': 1}",moby_dick
?Touching that monstrous bulk of the whale or ork we have received  nothing certain.,15,{'en': 0.9999975019403899},"{'danish': 1, 'english': 6, 'dutch': 1}",moby_dick
"They grow exceeding fat, insomuch that an incredible  quantity of oil will be extracted out of one whale?.",19,{'en': 0.9999952837270079},"{'dutch': 1, 'hungarian': 1, 'english': 6, 'german': 2}",moby_dick
?History of Life and Death?.,5,{'en': 0.9999977100437345},"{'dutch': 1, 'english': 2}",moby_dick
?The sovereignest thing on earth is parmacetti for an inward  bruise?.,12,{'en': 0.999997117969101},"{'dutch': 1, 'finnish': 1, 'french': 1, 'portuguese': 1, 'danish': 1, 'english': 4, 'norwegian': 1, 'german': 1}",moby_dick
?King Henry.,2,"{'en': 0.5714259826991521, 'tl': 0.4285715570873598}",{},moby_dick
?Very like a whale?.,4,"{'en': 0.428570524207735, 'af': 0.5714283240105971}","{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 1, 'portuguese': 1}",moby_dick
"?Which to secure, no skill of leach?s art       Mote him availle, but to returne againe       To his wound?s worker, that with lowly dart,       Dinting his breast, had bred his restless paine,       Like as the wounded whale to shore flies thro? the maine?.",66,{'en': 0.99999795261568},"{'dutch': 2, 'french': 2, 'portuguese': 2, 'hungarian': 1, 'english': 12, 'spanish': 1, 'norwegian': 1}",moby_dick
?The Faerie Queen.,3,"{'en': 0.5714271973119489, 'nl': 0.285714777131562, 'de': 0.14285785771376636}",{},moby_dick
"?Immense as whales, the motion of whose vast bodies can in a peaceful  calm trouble the ocean til it boil?.",21,{'en': 0.9999948595377914},"{'italian': 2, 'norwegian': 1, 'french': 1, 'portuguese': 2, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 7, 'spanish': 1, 'german': 1}",moby_dick
?Sir William Davenant.,3,"{'en': 0.7142824561107742, 'sv': 0.2857140165184184}",{},moby_dick
Preface  to Gondibert.,4,{'en': 0.9999949194746244},{'english': 1},moby_dick
"?What spermacetti is, men might justly doubt, since the learned  Hosmannus in his work of thirty years, saith plainly, Nescio quid  sit?.",24,{'en': 0.9999965686936345},"{'italian': 1, 'dutch': 4, 'swedish': 1, 'danish': 2, 'english': 5, 'norwegian': 1, 'german': 1}",moby_dick
?Sir T. Browne.,3,{'en': 0.9999975956383179},{},moby_dick
Of Sperma Ceti and the Sperma Ceti Whale.,8,{'en': 0.9999983260771118},{'english': 2},moby_dick
Vide  his V. E.         ?Like Spencer?s Talus with his modern flail       He threatens ruin with his ponderous tail.,33,{'en': 0.9999976710598768},"{'hungarian': 1, 'english': 3, 'french': 1}",moby_dick
"Their fixed jav?lins in his side he wears,       And on his back a grove of pikes appears?.",23,{'en': 0.9999975121731574},"{'italian': 2, 'spanish': 2, 'french': 1, 'portuguese': 1, 'finnish': 2, 'hungarian': 1, 'english': 6, 'dutch': 2, 'german': 1}",moby_dick
?Waller?s Battle of the Summer Islands.,6,{'en': 0.9999948083582783},"{'dutch': 1, 'hungarian': 1, 'english': 3, 'french': 1}",moby_dick
"?By art is created that great Leviathan, called a Commonwealth  or State?(in Latin, Civitas) which is but an artificial man?.",21,{'en': 0.9999978006047947},"{'italian': 2, 'norwegian': 1, 'swedish': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 8, 'spanish': 1, 'german': 3}",moby_dick
?Opening sentence of Hobbes?s Leviathan.,5,{'en': 0.9999973566755634},"{'dutch': 1, 'hungarian': 1, 'english': 2, 'french': 1}",moby_dick
"?Silly Mansoul swallowed it without chewing, as if it had been a sprat  in the mouth of a whale?.",20,{'en': 0.9999982290830567},"{'italian': 2, 'spanish': 1, 'french': 1, 'portuguese': 2, 'hungarian': 1, 'english': 9, 'dutch': 3, 'german': 1}",moby_dick
?Pilgrim?s Progress.,2,"{'en': 0.28571417113538233, 'de': 0.714284423602993}","{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
"?That sea beast       Leviathan, which God of all his works       Created hugest that swim the ocean stream?.",29,{'en': 0.9999975970770534},"{'italian': 1, 'spanish': 1, 'english': 6, 'dutch': 1}",moby_dick
?Paradise Lost.,2,"{'et': 0.1428589155533948, 'es': 0.28571327532836055, 'fr': 0.571427788707879}",{},moby_dick
"?-?There Leviathan,       Hugest of living creatures, in the deep       Stretched like a promontory sleeps or swims,       And seems a moving land; and at his gills       Draws in, and at his breath spouts out a sea?.",59,{'en': 0.9999970394077617},"{'italian': 2, 'norwegian': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 9, 'spanish': 2, 'german': 1}",moby_dick
"?The mighty whales which swim in a sea of water, and have a sea of oil  swimming in them?.",20,{'en': 0.9999958211492372},"{'italian': 2, 'spanish': 2, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 7, 'dutch': 2, 'german': 1}",moby_dick
?Fuller?s Profane and Holy State.,5,{'en': 0.9999957778861064},"{'hungarian': 1, 'english': 2, 'french': 1}",moby_dick
"?So close behind some promontory lie       The huge Leviathan to attend their prey,       And give no chance, but swallow in the fry,       Which through their gaping jaws mistake the way?.",48,{'en': 0.9999963014646425},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'dutch': 1, 'english': 8, 'norwegian': 1, 'german': 1}",moby_dick
?Dryden?s Annus Mirabilis.,3,"{'en': 0.4302409819000039, 'tr': 0.14367633615815728, 'de': 0.42607981158748814}","{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
"?While the whale is floating at the stern of the ship, they cut off  his head, and tow it with a boat as near the shore as it will come;  but it will be aground in twelve or thirteen feet water?.",43,{'en': 0.9999963870765854},"{'italian': 3, 'norwegian': 1, 'french': 1, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'hungarian': 2, 'english': 17, 'spanish': 1, 'german': 2}",moby_dick
"?Thomas  Edge?s Ten Voyages to Spitzbergen, in Purchas.",9,"{'en': 0.8571398946524055, 'de': 0.1428589700915149}","{'italian': 1, 'dutch': 1, 'french': 1, 'hungarian': 1, 'english': 3, 'german': 1}",moby_dick
"?In their way they saw many whales sporting in the ocean, and in  wantonness fuzzing up the water through their pipes and vents, which  nature has placed on their shoulders?.",32,{'en': 0.9999995671264384},"{'italian': 1, 'spanish': 1, 'french': 1, 'finnish': 1, 'english': 10, 'dutch': 1, 'german': 1}",moby_dick
?Sir T. Herbert?s Voyages  into Asia and Africa.,9,{'en': 0.9999960374256127},"{'hungarian': 1, 'english': 3, 'french': 1}",moby_dick
Harris Coll.,2,{'en': 0.9999947600814347},{},moby_dick
"?Here they saw such huge troops of whales, that they were forced to  proceed with a great deal of caution for fear they should run their ship  upon them?.",31,{'en': 0.9999965724350134},"{'italian': 1, 'norwegian': 1, 'portuguese': 2, 'dutch': 1, 'danish': 1, 'hungarian': 1, 'english': 12, 'spanish': 1}",moby_dick
?Schouten?s Sixth Circumnavigation.,3,{'en': 0.9999948232605906},"{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
"?We set sail from the Elbe, wind N.E. in the ship called The  Jonas-in-the-Whale.",15,{'en': 0.9999976847847787},"{'italian': 1, 'dutch': 1, 'english': 3, 'german': 1}",moby_dick
"Some say the whale can?t open his mouth, but  that is a fable.",14,{'en': 0.9999976709227842},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'hungarian': 1, 'english': 8, 'dutch': 1}",moby_dick
"They frequently climb up the masts to see whether  they can see a whale, for the first discoverer has a ducat for his  pains.",26,{'en': 0.999996396140333},"{'italian': 1, 'norwegian': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 9, 'spanish': 2}",moby_dick
"I was told of a whale taken near Shetland, that had above a  barrel of herrings in his belly.",20,{'en': 0.9999993112268554},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 8, 'dutch': 4, 'german': 2}",moby_dick
One of our harpooneers told me that  he caught once a whale in Spitzbergen that was white all over?.,20,{'en': 0.9999971545020867},"{'italian': 3, 'norwegian': 2, 'finnish': 2, 'french': 1, 'portuguese': 2, 'dutch': 5, 'danish': 1, 'hungarian': 1, 'english': 11, 'spanish': 3, 'german': 2}",moby_dick
"?A  Voyage to Greenland, A.D. 1671.",7,{'en': 0.9999952179118231},{'english': 1},moby_dick
Harris Coll.,2,{'en': 0.9999958994570395},{},moby_dick
"?Several whales have come in upon this coast (Fife) Anno 1652, one  eighty feet in length of the whale-bone kind came in, which (as I was  informed), besides a vast quantity of oil, did afford 500 weight of  baleen.",42,{'en': 0.9999968557628198},"{'italian': 3, 'spanish': 1, 'french': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 10, 'dutch': 3, 'german': 2}",moby_dick
The jaws of it stand for a gate in the garden of Pitferren?.,13,{'en': 0.9999958351600112},"{'italian': 2, 'norwegian': 1, 'portuguese': 2, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 6, 'spanish': 1, 'german': 1}",moby_dick
?Sibbald?s Fife and Kinross.,4,{'en': 0.9999948661738957},"{'hungarian': 1, 'english': 2, 'french': 1}",moby_dick
"?Myself have agreed to try whether I can master and kill this  Sperma-ceti whale, for I could never hear of any of that sort that was  killed by any man, such is his fierceness and swiftness?.",38,{'en': 0.9999954548957181},"{'dutch': 3, 'swedish': 1, 'portuguese': 1, 'danish': 3, 'english': 14, 'norwegian': 2, 'german': 2}",moby_dick
?Richard  Strafford?s Letter from the Bermudas.,7,{'en': 0.9999976010660945},"{'hungarian': 1, 'english': 3, 'french': 1}",moby_dick
A.D. 1668.,2,{'hu': 0.9999967172102828},{},moby_dick
?Whales in the sea God?s voice obey?.,7,{'en': 0.9999977352383206},"{'italian': 1, 'spanish': 1, 'french': 1, 'hungarian': 1, 'english': 3, 'dutch': 1, 'german': 1}",moby_dick
E. Primer.,2,"{'sq': 0.1428580075771126, 'de': 0.8571384953865747}",{},moby_dick
"?We saw also abundance of large whales, there being more in those  southern seas, as I may say, by a hundred to one; than we have to the  northward of us?.",33,{'en': 0.9999970962965101},"{'italian': 2, 'spanish': 2, 'french': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 14, 'dutch': 2, 'german': 2}",moby_dick
"?Captain Cowley?s Voyage round the Globe, A.D.  1729.",9,{'en': 0.9999962025252945},"{'hungarian': 1, 'english': 2, 'french': 1}",moby_dick
"and the breath of the whale is frequently attended with such  an insupportable smell, as to bring on a disorder of the brain?.",24,{'en': 0.9999974106487534},"{'italian': 1, 'spanish': 1, 'french': 2, 'portuguese': 2, 'finnish': 1, 'hungarian': 1, 'english': 11, 'dutch': 2, 'german': 1}",moby_dick
?Ulloa?s South America.,3,{'en': 0.9999986919203407},"{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
"?To fifty chosen sylphs of special note,       We trust the important charge, the petticoat.",20,{'en': 0.9999975893725377},"{'dutch': 1, 'english': 2}",moby_dick
"Oft have we known that seven-fold fence to fail,       Tho? stuffed with hoops and armed with ribs of whale?.",25,{'en': 0.999998229529357},"{'danish': 1, 'english': 7, 'dutch': 1}",moby_dick
?Rape of the Lock.,4,{'en': 0.999998741163647},"{'dutch': 1, 'english': 2}",moby_dick
"?If we compare land animals in respect to magnitude, with those  that take up their abode in the deep, we shall find they will appear  contemptible in the comparison.",31,{'en': 0.9999975328686617},"{'italian': 1, 'dutch': 1, 'english': 11, 'german': 2}",moby_dick
The whale is doubtless the largest  animal in creation?.,10,{'en': 0.9999973949249004},"{'italian': 1, 'dutch': 2, 'english': 3, 'german': 1}",moby_dick
"?Goldsmith, Nat.",2,{'en': 0.9999955385072796},{},moby_dick
"?If you should write a fable for little fishes, you would make them  speak like great wales?.",18,{'en': 0.9999942068050771},"{'italian': 1, 'norwegian': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 5, 'spanish': 1}",moby_dick
?Goldsmith to Johnson.,3,{'en': 0.9999971468361389},{'english': 1},moby_dick
"?In the afternoon we saw what was supposed to be a rock, but it was  found to be a dead whale, which some Asiatics had killed, and were then  towing ashore.",33,{'en': 0.9999988365668205},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 2, 'english': 15, 'dutch': 2, 'german': 1}",moby_dick
"They seemed to endeavor to conceal themselves behind the  whale, in order to avoid being seen by us?.",19,{'en': 0.9999938318444009},"{'italian': 1, 'dutch': 1, 'english': 6, 'german': 1}",moby_dick
?Cook?s Voyages.,2,"{'nl': 0.857117117061003, 'af': 0.14286981774009286}","{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
"?The larger whales, they seldom venture to attack.",8,{'en': 0.9999963320263627},{'english': 2},moby_dick
"They stand in so  great dread of some of them, that when out at sea they are afraid to  mention even their names, and carry dung, lime-stone, juniper-wood,  and some other articles of the same nature in their boats, in order to  terrify and prevent their too near approach?.",53,{'en': 0.9999970412639181},"{'italian': 1, 'spanish': 1, 'dutch': 2, 'danish': 1, 'english': 18, 'norwegian': 2, 'german': 2}",moby_dick
?Uno Von Troil?s  Letters on Banks?s and Solander?s Voyage to Iceland in 1772.,14,{'en': 0.9999955682510793},"{'italian': 1, 'dutch': 1, 'french': 2, 'finnish': 1, 'hungarian': 1, 'english': 5, 'german': 1}",moby_dick
"?The Spermacetti Whale found by the Nantuckois, is an active, fierce  animal, and requires vast address and boldness in the fishermen?.",22,{'en': 0.9999983340865466},"{'italian': 1, 'dutch': 2, 'english': 6, 'german': 2}",moby_dick
?Thomas Jefferson?s Whale Memorial to the French minister in 1778.,10,{'en': 0.9999957367747582},"{'italian': 1, 'dutch': 1, 'french': 1, 'hungarian': 1, 'english': 4, 'german': 1}",moby_dick
"?And pray, sir, what in the world is equal to it?",11,{'en': 0.9999980226512383},"{'italian': 1, 'dutch': 2, 'english': 6, 'german': 1}",moby_dick
? ?Edmund  Burke?s reference in Parliament to the Nantucket Whale-Fishery.,11,{'en': 0.9999946848794217},"{'italian': 1, 'dutch': 1, 'french': 1, 'hungarian': 1, 'english': 4, 'german': 1}",moby_dick
?Spain?a great whale stranded on the shores of Europe?.,9,{'en': 0.99999852187123},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'finnish': 1, 'hungarian': 1, 'english': 4, 'dutch': 1}",moby_dick
?Edmund  Burke.,3,{'de': 0.9999969025298499},{},moby_dick
")    ?A tenth branch of the king?s ordinary revenue, said to be grounded  on the consideration of his guarding and protecting the seas from  pirates and robbers, is the right to royal fish, which are whale and  sturgeon.",44,{'en': 0.9999962889753045},"{'spanish': 1, 'french': 2, 'finnish': 1, 'hungarian': 2, 'english': 12, 'dutch': 2}",moby_dick
